order_id,product_ids
7290,"[403, 403, 1004]"
7291,"[403, 502, 1014]"
7292,"[1073, 885, 1004, 1004, 365]"
7293,"[365, 365]"
7294,[403]
7296,"[403, 1014]"
7298,"[191, 1073]"
7299,"[191, 365, 502, 502, 1014]"
7300,"[957, 365]"
7301,"[403, 403, 957, 502, 1014]"
7302,"[403, 835, 502, 502]"
7303,"[1073, 191, 502]"
7304,"[403, 1004, 502]"
7305,"[1073, 502, 191, 191]"
7306,"[1004, 365]"
7307,"[1073, 502, 365, 1014, 1014]"
7308,[917]
7309,"[502, 235, 627]"
7310,"[1004, 365, 365, 365]"
7311,"[1073, 403, 502, 502, 1014]"
7312,"[1073, 957, 502]"
7313,"[365, 1014]"
7314,"[235, 191, 957, 1014]"
7315,"[1073, 1004, 1004, 502]"
7316,"[1073, 1073, 403, 365]"
7318,[365]
7319,"[403, 403, 1004, 567, 502]"
7320,"[191, 1004, 1004, 502, 502]"
7321,"[191, 403]"
7322,"[403, 1004, 627, 1014]"
7323,"[567, 627, 828, 191]"
7324,"[957, 957, 502, 365, 502]"
7327,"[93, 1073, 564]"
7328,"[403, 957, 365]"
7329,"[365, 37, 1073, 1014, 1014]"
7331,"[926, 1014]"
7332,[365]
7333,"[403, 1004, 627, 191, 1014]"
7334,"[403, 502, 502, 502]"
7335,"[403, 502]"
7338,[365]
7339,"[135, 365]"
7341,[1014]
7342,[403]
7345,"[502, 365]"
7346,"[403, 1073, 1073]"
7347,"[502, 502]"
7348,"[957, 502, 365, 1014]"
7349,"[191, 627, 627, 1073]"
7352,[365]
7353,"[403, 957, 1004]"
7354,"[365, 627, 365]"
7356,"[403, 403, 365, 502, 1073]"
7357,"[1073, 365]"
7358,"[365, 957, 1004, 502, 1073]"
7360,"[1073, 1073, 957, 502, 627]"
7361,"[775, 403, 403, 365, 1014]"
7362,[365]
7363,"[403, 502, 191, 1014]"
7365,"[1004, 191, 502]"
7366,"[502, 1073, 1073, 191, 191]"
7368,[365]
7369,"[1073, 403, 957, 365, 627]"
7370,"[1073, 957, 365]"
7371,"[1073, 403, 627, 886]"
7373,"[365, 502, 957, 957, 365]"
7374,"[1014, 1014]"
7375,[502]
7376,[1073]
7377,"[365, 565, 1004, 191, 365]"
7379,[1073]
7380,"[1073, 502, 365]"
7381,"[365, 502, 1014]"
7382,"[893, 957, 1004, 1073, 1014]"
7383,"[627, 627]"
7385,"[365, 191, 957]"
7386,"[191, 191, 365]"
7387,"[775, 1004, 1014]"
7388,"[93, 403, 403, 823]"
7392,"[403, 502, 1014]"
7393,"[191, 403, 627, 957]"
7394,"[365, 627]"
7395,"[403, 627, 703]"
7396,"[1004, 502, 893, 1073, 1014]"
7397,"[403, 403, 1014, 1014]"
7398,"[403, 502, 365, 1073]"
7399,[44]
7400,"[1073, 403, 627]"
7401,"[365, 1004, 365, 502, 1073]"
7402,"[191, 191, 403, 365, 1004]"
7403,"[957, 885, 191, 191, 191]"
7404,"[1004, 191, 365, 502, 365]"
7405,"[1004, 957, 502, 502, 365]"
7407,"[502, 502]"
7409,"[403, 1004, 502, 365, 502]"
7410,"[365, 627, 957, 1073, 1073]"
7411,"[627, 502, 191, 1014, 1014]"
7412,"[365, 191, 403]"
7413,"[365, 502, 365, 1014]"
7414,"[403, 1014]"
7415,"[1073, 403, 957]"
7416,"[365, 502, 1004, 957, 1014]"
7417,"[403, 191, 572, 1014, 191]"
7418,"[957, 365, 365]"
7420,"[1004, 825]"
7421,"[1073, 502, 1014]"
7422,[172]
7423,"[403, 365, 1073, 1073]"
7424,"[365, 957, 957, 1004, 1073]"
7425,"[957, 627, 804, 1014]"
7426,"[1004, 810]"
7427,"[502, 1014, 1014]"
7428,"[403, 403, 1004, 1073]"
7429,"[403, 191, 502]"
7430,[403]
7431,[627]
7433,"[502, 1004, 1014]"
7434,"[957, 1004, 365, 502, 502]"
7435,"[627, 403]"
7436,"[403, 1004]"
7437,"[821, 1073]"
7439,"[365, 1073, 1073]"
7440,"[403, 1004, 365, 1014, 365]"
7441,"[502, 1073, 627, 365, 365]"
7442,"[191, 1014]"
7443,"[403, 365]"
7444,[403]
7445,[1004]
7447,"[1004, 1004, 1073]"
7448,"[365, 502, 924, 1014]"
7449,"[1004, 365, 191, 1014]"
7450,"[1073, 627, 365, 1014]"
7451,"[403, 1004, 957]"
7452,"[191, 886, 957, 365]"
7453,[835]
7454,"[1073, 886, 957, 502]"
7455,"[1073, 403, 365, 1004, 905]"
7456,"[502, 775, 403, 502, 1014]"
7457,"[403, 1004]"
7459,"[1073, 365, 502]"
7460,"[403, 957]"
7461,"[1073, 957]"
7462,"[835, 1014]"
7464,"[403, 403, 1004, 957, 365]"
7465,"[1073, 365, 627, 828]"
7466,"[1073, 1004, 1004, 957, 191]"
7467,"[1073, 957, 1004, 365, 627]"
7468,"[957, 365, 1014]"
7469,"[502, 1004, 1014, 1014]"
7470,"[403, 365]"
7472,"[365, 403, 1004]"
7474,"[1004, 365, 191, 1014]"
7475,"[403, 502, 1004, 1014, 1014]"
7479,"[191, 1004, 365, 886, 502]"
7480,[1073]
7481,"[403, 502]"
7482,"[957, 1014]"
7484,"[627, 1014, 1014]"
7485,"[502, 191, 627, 1014]"
7486,[1004]
7487,"[703, 1004]"
7488,"[191, 403, 502, 365, 365]"
7489,[1004]
7490,"[365, 1073, 403, 1004, 957]"
7491,"[1073, 1004, 1004, 1014]"
7492,"[365, 403]"
7493,"[957, 957, 1014]"
7495,"[1073, 627, 1014]"
7496,"[627, 957, 957, 365, 235]"
7497,[1004]
7499,"[1073, 1073]"
7500,[1073]
7501,"[403, 191, 1073, 1073, 1014]"
7502,"[502, 1073]"
7503,[502]
7504,"[502, 365, 191]"
7505,"[793, 1073]"
7506,"[365, 403, 502, 957]"
7507,"[37, 403, 1004, 365, 1073]"
7508,"[1073, 957, 365, 1014]"
7509,"[957, 191, 365]"
7510,"[957, 1014]"
7512,"[191, 403, 1004, 502, 502]"
7513,"[822, 1014]"
7514,"[191, 957, 365]"
7515,"[1073, 1004]"
7516,"[957, 835]"
7517,[1014]
7518,"[1073, 1004, 365, 365, 642]"
7519,"[627, 502, 1073, 1073]"
7520,"[403, 365]"
7521,"[403, 1014]"
7522,[191]
7523,"[1073, 403, 403]"
7524,[627]
7525,"[957, 1014]"
7526,"[403, 502, 1073]"
7528,"[235, 1073, 365]"
7529,"[703, 502, 191, 1014, 1014]"
7530,[793]
7531,"[893, 1014, 1014]"
7533,"[793, 627, 1004, 365]"
7534,"[1004, 191, 627, 1014]"
7535,"[1073, 403, 403, 502]"
7536,"[957, 365, 191, 365]"
7537,"[1073, 502, 365]"
7538,"[403, 502]"
7539,[403]
7540,[957]
7542,"[403, 957, 365]"
7544,[1004]
7546,"[1004, 365]"
7547,"[771, 1004, 93, 835, 1014]"
7548,"[403, 502, 502, 502, 804]"
7549,"[1004, 191]"
7551,"[627, 403]"
7552,"[135, 1073, 1073, 502, 502]"
7553,"[1004, 37, 627, 1014]"
7554,[1073]
7557,"[1073, 1073, 957, 191]"
7558,[403]
7559,"[365, 191, 502, 191]"
7560,[191]
7561,"[1073, 502, 365, 365, 1014]"
7562,"[403, 403, 502, 502]"
7565,"[825, 1004, 191, 365, 191]"
7566,[365]
7568,[1014]
7569,"[403, 1004, 1004, 1014]"
7571,"[1073, 403, 403, 627, 924]"
7572,"[502, 191, 365]"
7573,"[191, 1004, 1014]"
7574,"[627, 1014]"
7575,[828]
7576,"[403, 403, 627, 1073, 1014]"
7577,"[502, 957]"
7578,"[403, 1073]"
7579,"[502, 1004, 627, 365, 1014]"
7581,"[403, 1004, 627]"
7582,"[365, 957, 957, 365, 365]"
7583,"[191, 365, 957]"
7584,"[1004, 502, 835, 1014]"
7585,[403]
7586,[1014]
7587,[191]
7588,"[957, 1073]"
7590,[278]
7591,[502]
7593,[365]
7595,"[134, 1073]"
7596,[403]
7598,[403]
7599,"[1004, 365, 1014]"
7601,[1073]
7602,[502]
7603,"[403, 403, 502, 502]"
7605,"[365, 365, 403, 1014, 804]"
7606,"[1004, 957]"
7607,"[1073, 502, 1014]"
7608,[627]
7609,"[403, 1004, 957]"
7610,"[403, 567, 1014]"
7611,[1014]
7612,"[1073, 627, 627]"
7613,"[365, 403, 365, 365, 1014]"
7614,"[1073, 627, 502, 502, 1014]"
7615,[502]
7617,"[502, 502, 1073, 1004]"
7618,[502]
7619,"[1073, 403, 627]"
7620,"[365, 502]"
7621,"[1073, 1004, 502, 191]"
7622,"[1073, 1004, 502, 191, 1014]"
7623,[235]
7624,"[957, 191]"
7625,[403]
7626,[191]
7628,[703]
7629,"[403, 1073]"
7630,"[403, 1004, 1004, 191, 191]"
7631,"[627, 1014]"
7632,"[957, 191, 502, 1014]"
7633,"[365, 1014, 1014]"
7634,"[957, 191]"
7636,"[1073, 365]"
7637,"[775, 403, 1004, 1004, 926]"
7638,[365]
7639,"[191, 957, 905, 365]"
7640,"[793, 627, 957, 957]"
7641,"[1073, 403]"
7642,"[502, 977, 365, 1014]"
7643,"[365, 502, 627, 191, 502]"
7644,"[502, 905, 365, 403, 403]"
7645,[957]
7646,"[1073, 278, 1014]"
7647,"[1073, 957, 1004, 1004, 564]"
7648,"[1073, 403, 502, 1014]"
7649,"[365, 1014]"
7650,"[191, 627, 1004]"
7652,"[403, 1004, 627, 627]"
7653,[957]
7654,[502]
7655,"[1073, 365]"
7657,"[1004, 627]"
7658,"[365, 403, 627, 627, 1014]"
7660,[365]
7662,[1004]
7663,"[365, 365, 1014]"
7664,[365]
7665,"[403, 957, 191]"
7666,"[502, 957, 1004, 365, 502]"
7667,"[1073, 365, 403]"
7669,"[191, 365, 365, 191, 977]"
7670,"[1004, 191]"
7671,"[885, 365, 1073, 1014]"
7672,"[191, 1073]"
7673,"[191, 502, 804]"
7674,[1014]
7676,[627]
7678,"[957, 365, 502, 1014]"
7679,"[775, 957]"
7680,"[365, 957, 365]"
7681,"[957, 502]"
7682,"[191, 502, 502]"
7683,[365]
7685,[191]
7687,"[403, 403]"
7688,"[502, 365]"
7689,[572]
7690,"[1004, 957, 365, 917, 191]"
7691,"[403, 502, 365, 365, 1014]"
7692,[1014]
7694,"[1073, 627, 825, 1004, 627]"
7695,"[1073, 1073, 957]"
7696,"[821, 365, 502]"
7698,[403]
7699,"[365, 567, 502]"
7700,"[502, 1004, 502]"
7701,[1004]
7702,"[365, 403, 1004]"
7704,[403]
7705,"[1073, 403]"
7706,[403]
7707,"[1073, 403, 502, 235]"
7709,"[403, 365, 1004, 191, 502]"
7710,"[172, 775]"
7711,[810]
7712,"[1004, 502]"
7713,"[572, 1014]"
7714,"[1004, 1004, 502]"
7715,"[627, 44, 191, 1014]"
7716,"[797, 365, 905, 1014]"
7717,"[403, 1004, 1004, 502]"
7718,"[403, 1004, 1004]"
7719,"[502, 957, 1073]"
7720,"[1073, 1073, 1073, 957, 825]"
7721,[235]
7722,[403]
7723,[365]
7725,"[1004, 365, 1073]"
7727,"[365, 502, 403, 403]"
7728,[365]
7729,"[191, 365, 627, 957]"
7730,"[792, 1073, 502, 627, 1014]"
7731,"[1073, 365, 191, 906, 1014]"
7732,"[502, 1014, 627]"
7733,"[627, 365]"
7734,"[403, 191]"
7735,"[403, 403, 627, 191, 191]"
7736,"[365, 627, 365]"
7738,"[365, 502]"
7740,"[957, 365]"
7741,"[365, 957, 1004, 1014]"
7742,"[1073, 365, 502, 365, 828]"
7743,"[1073, 804, 502, 273, 1014]"
7744,"[116, 403, 1004, 828, 1014]"
7745,"[403, 957, 365, 191]"
7746,"[1004, 627]"
7747,"[403, 365, 365, 1014]"
7748,[403]
7749,[502]
7750,"[403, 365, 191, 1073]"
7752,"[957, 957, 365, 191]"
7753,"[191, 957, 1004, 627, 502]"
7754,"[365, 502]"
7755,"[365, 502]"
7756,"[957, 564]"
7758,"[1014, 1014]"
7759,[957]
7761,"[365, 1004, 1073]"
7762,[1004]
7763,"[1004, 627]"
7764,"[403, 957, 191, 1073]"
7765,"[403, 502, 1014, 1014]"
7766,"[1004, 924]"
7767,"[792, 191]"
7769,"[365, 502]"
7770,"[627, 1014]"
7771,"[1004, 627, 1073]"
7774,"[191, 627, 502, 172, 502]"
7776,"[1073, 627, 627, 502, 1014]"
7777,"[403, 502, 365, 365, 1014]"
7778,"[502, 957, 1004, 627]"
7779,"[191, 627, 1073]"
7780,[191]
7781,"[365, 642, 627, 1014]"
7782,"[1073, 957, 1004, 957]"
7783,"[1004, 191, 1073]"
7784,[365]
7785,"[797, 403, 1004]"
7786,"[1073, 191, 502, 1014, 1014]"
7787,"[365, 627, 1014]"
7788,"[502, 1014]"
7789,"[1073, 403, 957, 1014]"
7790,[1004]
7791,"[403, 365, 627, 1014]"
7793,"[403, 957]"
7794,"[502, 977]"
7795,"[403, 1004, 957, 365]"
7796,"[1073, 1004, 1014, 1014]"
7797,"[365, 627]"
7798,"[627, 893, 191, 502, 1014]"
7799,"[403, 1004, 1073]"
7800,"[502, 1004, 502]"
7801,"[191, 403, 1004, 1004, 1073]"
7802,"[957, 502]"
7804,[502]
7806,"[403, 1004, 365, 1073, 1073]"
7807,[502]
7808,[191]
7809,[502]
7810,"[191, 403]"
7811,"[1073, 365, 1014, 1014]"
7812,"[365, 403, 502]"
7813,"[1004, 282, 502, 804, 1073]"
7814,"[365, 365, 1073]"
7815,"[403, 1004, 502, 502, 1014]"
7816,"[957, 365, 365, 1073]"
7818,"[403, 957]"
7820,[365]
7821,[793]
7822,"[403, 627, 1004, 365]"
7824,"[365, 502, 1073, 1004]"
7825,"[403, 957]"
7826,"[403, 957, 957]"
7827,"[403, 828, 191]"
7828,"[191, 365]"
7829,"[134, 502]"
7831,"[957, 502, 1014]"
7832,[365]
7833,"[957, 957, 1014]"
7834,"[403, 567]"
7836,"[403, 627, 886]"
7837,"[403, 403, 957, 191]"
7838,"[502, 1004, 191, 627]"
7839,"[365, 365, 793, 191, 502]"
7841,[885]
7842,"[1004, 365]"
7843,"[365, 282]"
7845,"[365, 957, 1014]"
7847,[1014]
7848,"[1014, 1014]"
7849,[792]
7850,[403]
7851,"[365, 365, 1014, 1014]"
7853,"[403, 957, 502, 1073]"
7854,"[403, 627, 502, 365, 1014]"
7855,"[282, 365]"
7857,"[627, 1014]"
7858,"[502, 1014, 1014]"
7859,"[1004, 1004, 1014, 1014]"
7861,"[365, 273, 365]"
7862,[1014]
7863,[1004]
7864,[778]
7865,"[365, 365, 1073]"
7866,"[1073, 1014, 1014]"
7867,"[403, 1004, 365, 1014, 1014]"
7868,[1004]
7870,"[502, 1004, 1073, 502]"
7872,"[1004, 1004, 502, 365]"
7873,"[191, 403, 1004, 365, 365]"
7874,"[365, 502]"
7875,"[1004, 1014]"
7876,"[1004, 235]"
7877,"[365, 1004, 365]"
7878,"[403, 957, 977, 1014, 1014]"
7880,[1014]
7881,"[1073, 957, 823]"
7882,"[403, 1004, 502, 835, 1014]"
7883,[627]
7884,"[365, 957]"
7885,"[365, 957, 957]"
7886,"[627, 502]"
7887,"[502, 1004, 365, 502, 191]"
7888,[502]
7889,[1073]
7890,"[502, 957, 502, 627]"
7891,"[403, 403, 1004, 502, 191]"
7893,"[365, 502, 365, 502]"
7894,[191]
7895,"[403, 191]"
7896,"[957, 191, 365, 1014]"
7897,[191]
7898,"[365, 235, 627, 957, 1014]"
7899,"[403, 1004, 627, 365]"
7900,[403]
7901,"[1004, 365, 1014]"
7902,"[403, 403, 172]"
7903,[1014]
7904,"[403, 502, 1004, 502]"
7905,"[1073, 1073, 1014, 1014]"
7906,"[365, 957, 1014]"
7907,"[403, 1004]"
7908,"[977, 1004, 365, 365, 1014]"
7909,[957]
7910,"[1073, 191, 1014]"
7911,"[191, 403, 1073]"
7912,"[957, 1014]"
7913,"[1073, 1014]"
7914,[1004]
7915,"[885, 191]"
7916,"[403, 627]"
7918,"[191, 502, 1014]"
7919,"[771, 821]"
7920,"[1073, 1073, 403, 365, 502]"
7922,"[1073, 1004, 1004, 365, 1014]"
7923,"[403, 365, 365, 502]"
7924,"[134, 1073, 1014]"
7925,[1014]
7926,[502]
7927,"[116, 1073, 191, 365]"
7928,"[191, 565]"
7930,"[365, 191, 1014]"
7931,"[957, 1004, 502, 365, 1014]"
7932,"[365, 957, 1004, 365, 627]"
7933,[1004]
7934,"[365, 1014]"
7935,"[403, 1004, 172]"
7936,"[403, 365, 365]"
7937,"[1073, 1073, 502, 1014, 1014]"
7938,"[835, 1073, 1014]"
7939,"[403, 957, 365, 502, 502]"
7940,"[1004, 728, 502, 365]"
7941,"[365, 365]"
7943,"[778, 1073, 172]"
7946,"[1073, 1004, 1014, 1014]"
7947,"[1004, 191, 572]"
7948,"[403, 906]"
7950,"[957, 797, 502, 1014]"
7951,"[403, 191, 1014]"
7952,"[365, 365]"
7953,"[403, 172]"
7954,"[502, 502]"
7955,"[1073, 957]"
7957,"[502, 957, 1073, 1073, 1014]"
7958,"[403, 191, 365, 365, 1073]"
7959,"[1004, 365, 93, 1073]"
7960,"[365, 1004, 627, 821, 365]"
7961,[502]
7962,[502]
7964,"[1073, 957, 957, 1004, 1014]"
7965,"[627, 1073, 957, 365, 1014]"
7966,"[403, 365]"
7967,"[957, 957, 365, 1014]"
7968,"[1073, 627, 627, 403]"
7969,"[365, 1014]"
7970,[403]
7971,"[191, 403, 1004]"
7972,"[1073, 365]"
7973,"[365, 1004, 957, 1014]"
7974,"[1073, 627]"
7976,"[403, 1004, 502, 502]"
7977,"[365, 403, 44]"
7978,[502]
7979,"[365, 1004, 365]"
7980,"[191, 778, 1073]"
7981,"[1073, 1073, 191, 365, 885]"
7983,"[403, 502, 627, 1073, 1073]"
7984,"[502, 1014, 1014]"
7986,"[365, 957, 828]"
7987,"[1073, 403, 502]"
7988,"[403, 1004]"
7989,"[1073, 403, 403, 627, 1014]"
7990,"[797, 282, 403, 627, 273]"
7991,[1073]
7992,"[1073, 957, 1004, 1004]"
7994,[1014]
7995,"[191, 957, 365, 365, 1014]"
7996,"[403, 191, 502, 1014]"
8000,"[403, 1004, 1014]"
8001,"[1073, 1073]"
8002,"[191, 792, 365, 957, 365]"
8004,"[565, 957, 235, 804, 627]"
8005,[627]
8007,[1073]
8008,"[502, 502, 1014]"
8009,[924]
8010,"[191, 627]"
8011,"[249, 957, 1004, 502, 191]"
8012,"[1073, 957, 957, 365, 365]"
8014,"[1073, 502]"
8015,"[957, 1014]"
8016,"[957, 1004]"
8017,"[1073, 365]"
8018,[1004]
8019,"[957, 1004, 1004, 1073, 172]"
8021,"[365, 365]"
8022,[906]
8023,"[191, 365, 1014]"
8024,[403]
8025,[191]
8026,"[1073, 957, 191]"
8027,"[365, 1004, 191, 502]"
8028,"[1004, 365, 1014]"
8029,"[403, 403]"
8030,"[957, 1004, 627]"
8031,"[1073, 403, 403, 1004, 1004]"
8032,"[1073, 191, 502]"
8033,[235]
8034,"[1073, 1014, 1014]"
8037,"[1004, 1014]"
8038,"[403, 502, 1073]"
8040,"[403, 273, 1014]"
8041,[365]
8042,"[1073, 1073, 502, 365]"
8043,"[191, 365]"
8044,"[403, 957, 1004, 1073, 627]"
8046,"[403, 1004, 191, 627, 1014]"
8047,"[403, 1004, 1004, 365]"
8048,"[403, 1004, 957, 828, 365]"
8049,"[365, 502, 1014]"
8050,"[403, 1004, 1014]"
8051,"[1004, 957]"
8053,"[957, 502, 191]"
8055,[1004]
8056,"[403, 502, 191, 502]"
8057,"[1073, 1004, 1004, 804, 1014]"
8060,"[403, 1073]"
8063,[365]
8065,[957]
8067,"[403, 191, 502, 1073]"
8068,"[403, 502, 957, 502, 365]"
8069,"[403, 627]"
8070,"[771, 403, 502, 1014, 1014]"
8071,"[1004, 191, 365]"
8072,"[365, 1014]"
8073,[502]
8074,"[1004, 365, 627]"
8075,"[1004, 1004]"
8076,"[365, 403, 1004, 957, 502]"
8077,[502]
8078,"[957, 502, 502]"
8079,"[1004, 1004, 627, 1014]"
8080,"[1073, 1004, 502, 1014]"
8083,"[627, 1014]"
8084,"[627, 1014]"
8085,"[403, 502, 502, 1073, 1014]"
8086,"[1004, 1004, 365, 818]"
8087,"[793, 1004, 502, 502, 1014]"
8088,"[1073, 957, 1004, 502, 502]"
8090,"[191, 403, 403, 502]"
8092,"[1004, 365, 1014, 1014]"
8093,[1014]
8095,[822]
8096,[627]
8098,[1014]
8100,"[403, 403, 37]"
8101,"[1004, 627, 1014]"
8102,"[1073, 502, 1014]"
8103,"[793, 792, 627]"
8104,"[502, 1004, 627]"
8105,"[365, 403]"
8106,"[957, 191, 627, 1014]"
8108,"[403, 1004, 1004, 365, 728]"
8109,"[403, 886, 835]"
8110,"[403, 502, 502, 365, 1014]"
8111,"[403, 403, 957, 1004, 627]"
8112,"[1004, 365, 1014]"
8114,[502]
8115,"[365, 627]"
8116,"[403, 627]"
8117,"[572, 957, 365]"
8118,"[235, 282, 502, 1014]"
8119,"[1004, 572, 1073]"
8120,"[564, 1004, 627]"
8121,[627]
8122,[822]
8123,"[502, 403, 502, 905]"
8124,"[403, 403, 1004, 365]"
8125,"[502, 1073, 1073, 235]"
8126,"[502, 1004]"
8127,"[1004, 191, 1014]"
8128,"[627, 1073, 1073, 365]"
8129,"[1073, 403, 957, 191, 191]"
8130,[1073]
8131,[957]
8132,"[135, 1073, 567, 957, 191]"
8133,[365]
8134,"[403, 627, 365, 1014]"
8135,[1004]
8137,"[627, 502]"
8138,[403]
8139,"[1073, 1073, 1073, 627]"
8140,"[403, 403, 365, 502, 627]"
8141,"[502, 365, 627, 1014]"
8143,[1073]
8144,"[1073, 957]"
8145,"[502, 502, 1014]"
8146,"[502, 365, 1014]"
8147,"[502, 957, 502, 502, 365]"
8148,"[403, 403, 957, 365, 1014]"
8149,"[365, 502, 957, 1004, 502]"
8150,[365]
8151,"[502, 627, 403, 1014, 1014]"
8152,"[1004, 1004, 191]"
8153,"[403, 502, 627]"
8155,"[276, 825, 1073, 627, 957]"
8156,[365]
8157,"[1004, 502, 567, 502, 1073]"
8158,"[1004, 365, 502, 1014]"
8159,"[957, 365, 502, 502, 1014]"
8161,"[502, 957, 365, 1014]"
8162,"[403, 403]"
8163,"[365, 235, 957, 1004]"
8164,"[403, 502]"
8165,[1073]
8166,"[365, 365, 365, 1073]"
8167,"[957, 172]"
8168,"[957, 1014, 1014]"
8170,"[135, 775, 365, 1004, 1014]"
8171,"[403, 1004, 1073, 502, 365]"
8172,"[403, 502]"
8173,"[627, 1073, 502]"
8174,[191]
8175,"[403, 1004, 1014]"
8176,"[403, 502, 957, 957, 1014]"
8177,[191]
8179,"[1073, 191, 403, 403]"
8180,"[917, 957, 627, 365, 365]"
8183,[1073]
8184,[502]
8186,"[1073, 1004, 365, 502]"
8187,"[1073, 403]"
8188,"[365, 365, 1014]"
8189,[365]
8190,"[403, 627, 1014]"
8191,[1014]
8192,"[1004, 365]"
8193,"[771, 1073, 627, 502]"
8194,"[1073, 403]"
8195,"[191, 365]"
8196,"[403, 1004, 365, 365]"
8197,"[1073, 403, 403, 502]"
8198,"[627, 627, 1073]"
8199,"[365, 1004, 365]"
8200,"[365, 365, 403, 1004]"
8201,[365]
8203,"[502, 403, 627, 1014]"
8204,[365]
8205,"[1073, 365, 191, 1014]"
8206,"[1004, 365, 365, 1014]"
8207,[1073]
8209,"[365, 365]"
8210,"[403, 1004, 1004, 906]"
8211,"[365, 1014]"
8212,"[403, 403, 403, 886]"
8213,"[403, 502, 1004, 1004, 1014]"
8214,"[1004, 1073, 627]"
8215,[502]
8217,"[775, 403, 957]"
8218,"[403, 502, 502]"
8219,"[627, 627, 1004, 502, 627]"
8220,"[365, 1014, 1014]"
8221,"[44, 403, 365]"
8222,"[403, 502, 502, 1014, 1014]"
8223,"[1073, 191, 627]"
8225,[403]
8226,"[403, 502]"
8227,"[365, 565, 1004, 365]"
8228,"[502, 957, 365, 365, 191]"
8229,"[403, 172, 502]"
8231,"[191, 627, 191, 502, 810]"
8232,"[403, 502, 191]"
8234,"[1073, 403, 1004]"
8235,"[703, 1004, 502, 502]"
8236,"[1004, 1004]"
8239,"[957, 957, 1004, 191]"
8240,"[1004, 1004, 502]"
8241,[365]
8242,[627]
8243,"[1073, 1073, 365, 365]"
8244,"[627, 1014, 1014]"
8245,"[365, 403, 502, 1014]"
8246,"[1073, 1014]"
8248,"[502, 835]"
8249,[403]
8250,"[1073, 403, 627, 191]"
8253,"[627, 403, 1014]"
8254,[403]
8255,"[403, 502, 957, 957, 1014]"
8256,"[403, 1004]"
8257,[642]
8258,"[1073, 403, 1004, 365, 502]"
8259,"[502, 365, 502, 1014, 1014]"
8260,"[365, 957]"
8261,"[957, 957, 1004, 502]"
8262,"[1073, 273]"
8263,"[365, 1004, 957, 365, 502]"
8264,[627]
8265,"[403, 1004, 502, 502, 191]"
8266,"[502, 1014]"
8267,"[1073, 365, 365, 365]"
8268,"[365, 191]"
8269,[1004]
8270,"[1004, 642, 365]"
8271,"[191, 728, 1004, 957, 1073]"
8272,"[403, 502]"
8273,"[403, 365, 627]"
8274,"[771, 191, 1004, 1004]"
8275,"[502, 116, 627, 1014]"
8276,"[1073, 627, 502]"
8277,"[778, 627, 191, 1073]"
8278,"[957, 642]"
8279,"[502, 191, 502, 1014]"
8280,"[365, 1004, 365, 365]"
8282,[365]
8283,"[1004, 502, 502, 627, 502]"
8285,"[134, 365, 191]"
8287,"[1004, 191]"
8288,"[502, 1004]"
8289,"[403, 365]"
8290,"[957, 191, 365, 627]"
8291,[804]
8292,[1014]
8294,[1004]
8295,"[191, 627]"
8296,"[502, 365, 502, 627]"
8297,"[365, 365, 1014]"
8298,"[1004, 502]"
8299,"[502, 1014]"
8300,"[403, 957, 627]"
8301,"[249, 1073]"
8302,"[191, 502, 1014]"
8303,"[403, 502, 502, 1073, 1073]"
8304,"[1073, 278, 365]"
8305,"[1004, 1004]"
8307,[1004]
8308,"[191, 627, 502, 502]"
8309,"[1073, 502]"
8311,"[627, 191, 1073, 1014]"
8312,"[502, 1004, 191, 822]"
8314,"[403, 957, 1014]"
8315,"[502, 365, 403, 1004, 1073]"
8316,[1014]
8317,"[191, 191, 627, 1014, 1014]"
8318,[828]
8319,"[135, 502, 365, 191, 502]"
8320,"[1073, 403, 957, 365, 1014]"
8321,"[627, 365]"
8322,[502]
8323,"[502, 1014]"
8324,"[403, 403, 627, 1004, 1014]"
8325,"[273, 365, 191]"
8327,"[1073, 403, 502, 502]"
8328,"[191, 1014]"
8329,[1073]
8331,"[191, 191]"
8332,"[1004, 365]"
8334,"[627, 957, 1014]"
8335,"[957, 365, 191, 1073, 1073]"
8336,"[1073, 365, 1014]"
8337,"[1073, 1073, 365, 917]"
8338,[1004]
8339,"[403, 191]"
8340,"[1004, 365, 93, 1014]"
8341,"[1004, 957, 502]"
8342,"[886, 1004, 365, 191, 1014]"
8343,"[502, 502, 1073, 823, 957]"
8344,"[403, 1004, 1014]"
8345,[502]
8346,"[627, 828]"
8347,"[1004, 1004, 821, 1014, 1014]"
8348,"[403, 1004]"
8352,"[1073, 957, 1004, 502, 1014]"
8354,"[957, 365, 1014]"
8355,"[778, 1073, 365]"
8356,[775]
8357,"[1073, 403, 1004]"
8358,"[365, 365, 804]"
8359,"[835, 403, 1073, 1014]"
8360,"[365, 502, 365, 1014]"
8361,"[134, 1004, 365, 191]"
8363,[1014]
8364,"[567, 1004, 235, 627, 1014]"
8366,[365]
8367,"[924, 403]"
8369,"[403, 191, 172, 365]"
8370,"[1073, 825, 1014]"
8371,"[1073, 1073, 1073, 365, 1014]"
8372,[365]
8375,"[1073, 957, 957, 818, 1014]"
8377,[1014]
8378,"[403, 1004, 502, 191]"
8379,"[403, 1014]"
8380,"[1073, 403, 403, 191, 893]"
8382,"[1073, 502, 818]"
8383,"[191, 1014]"
8384,"[1004, 502]"
